10,10,10

 31,1,0,0,31,1,0,0,31,1,0,0,31,1,0,0,0,0,0,0
 31,1,31,1,31,1,31,1,31,1,0,0,0,0,31,1,0,0,37,0
 31,1,0,0,0,0,31,1,31,1,0,0,0,0,31,1,31,1,31,1
 0,0,31,1,31,1,0,0,0,0,35,15,31,1,31,1,31,1,0,0
 31,1,31,1,0,0,0,0,0,0,0,0,31,1,31,1,2,0,2,0
 31,1,31,1,31,1,31,1,31,1,0,0,31,1,0,0,31,1,37,0
 31,1,0,0,0,0,0,0,0,0,31,1,31,1,0,0,31,1,31,1
 2,0,2,0,2,0,2,0,2,0,31,1,31,1,31,1,0,0,31,1
 2,0,2,0,2,0,2,0,2,0,31,1,31,1,0,0,0,0,0,0
 2,0,2,0,2,0,2,0,2,0,0,0,31,1,0,0,0,0,0,0

 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 0,0,0,0,0,0,0,0,0,0,35,15,0,0,0,0,0,0,0,0
 0,0,0,0,0,0,0,0,35,15,35,15,35,15,0,0,0,0,0,0
 0,0,0,0,0,0,0,0,0,0,35,15,0,0,0,0,31,1,0,0
 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 0,0,0,0,0,0,31,1,31,1,0,0,0,0,0,0,0,0,0,0
 31,1,31,1,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0

 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 0,0,0,0,0,0,0,0,0,0,35,15,0,0,0,0,0,0,0,0
 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
